,category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary,yes
349,Cultural,Germany,Europe and North America,1628,292,Bis,Cologne Cathedral," Begun in 1248, the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries, successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains, Cologne Cathedral testifies to the enduring strength of European Christianity. "," The Committee decided to inscribe the nominated property on the basis of cultural <em>criteria (i), (ii) and (iv)</em> considering that the monument is of outstanding universal value being an exceptional work of human creative genius, constructed over more than six centuries and a powerful testimony to the strength and persistence of Christian belief in medieval and modern Europe. ",1996,,0,2006.0,P 2004-2006,6.957222222,50.94111111,,(i)(ii)(iv),C,de,deu,0,True
350,Cultural,Germany,Europe and North America,420,367,,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier"," Trier, which stands on the Moselle River, was a Roman colony from the 1st century AD and then a great trading centre beginning in the next century. It became one of the capitals of the Tetrarchy at the end of the 3rd century, when it was known as the &lsquo;second Rome&rsquo;. The number and quality of the surviving monuments are an outstanding testimony to Roman civilization. ",,1986,,0,,,6.633333333,49.75,0.0,(i)(iii)(iv)(vi),C,de,deu,0,True
351,Cultural,Germany,Europe and North America,1865,515,Bis,Abbey and Altenmünster of Lorsch," The abbey, together with its monumental entrance, the famous 'Torhall', are rare architectural vestiges of the Carolingian era. The sculptures and paintings from this period are still in remarkably good condition. ",,1991,,0,,,8.56858,49.65369,3.34,(iii)(iv),C,de,deu,0,True
352,Cultural,Germany,Europe and North America,624,532,Ter,Palaces and Parks of Potsdam and Berlin," With 500 ha of parks and 150 buildings constructed between 1730 and 1916, Potsdam's complex of palaces and parks forms an artistic whole, whose eclectic nature reinforces its sense of uniqueness. It extends into the district of Berlin-Zehlendorf, with the palaces and parks lining the banks of the River Havel and Lake Glienicke. Voltaire stayed at the Sans-Souci Palace, built under Frederick II between 1745 and 1747. ",,1990,"1992, 1999",0,,,13.03333333,52.4,2064.0,(i)(ii)(iv),C,de,deu,0,True
353,Cultural,Germany,Europe and North America,627,534,Rev,Garden Kingdom of Dessau-Wörlitz," The Garden Kingdom of Dessau-Wörlitz is an exceptional example of landscape design and planning of the Age of the Enlightenment, the 18th century. Its diverse components - outstanding buildings, landscaped parks and gardens in the English style, and subtly modified expanses of agricultural land - serve aesthetic, educational, and economic purposes in an exemplary manner. "," <em>Criterion (ii):</em> The Garden Kingdom of Dessau-Wörlitz is an outstanding example of the application of the philosophical principles of the Age of the Enlightenment to the design of a landscape that integrates art, education, and economy in a harmonious whole. 
 <em>Criterion (iv):</em> The 18th century was a seminal period for landscape design, of which the Garden Kingdom of Dessau-Wörlitz is an exceptional and wide-ranging illustration. ",2000,,0,,,12.42083,51.8425,14500.0,(ii)(iv),C,de,deu,0,True
354,Cultural,Germany,Europe and North America,629,535,rev,"Collegiate Church, Castle and Old Town of Quedlinburg"," Quedlinburg, in the <em>Land</em> of Sachsen-Anhalt, was a capital of the East Franconian German Empire at the time of the Saxonian-Ottonian ruling dynasty. It has been a prosperous trading town since the Middle Ages. The number and high quality of the timber-framed buildings make Quedlinburg an exceptional example of a medieval European town. The Collegiate Church of St Servatius is one of the masterpieces of Romanesque architecture. ",,1994,,0,,,11.15,51.78333,90.0,(iv),C,de,deu,0,True
355,Cultural,Germany,Europe and North America,642,546,rev,Maulbronn Monastery Complex," Founded in 1147, the Cistercian Maulbronn Monastery is considered the most complete and best-preserved medieval monastic complex north of the Alps. Surrounded by fortified walls, the main buildings were constructed between the 12th and 16th centuries. The monastery's church, mainly in Transitional Gothic style, had a major influence in the spread of Gothic architecture over much of northern and central Europe. The water-management system at Maulbronn, with its elaborate network of drains, irrigation canals and reservoirs, is of exceptional interest. ",,1993,,0,,,8.81306,49.00083,0.0,(ii)(iv),C,de,deu,0,True
356,Cultural,Germany,Europe and North America,1576,623,ter,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management  System"," The Upper Harz mining water management system, which lies south of the Rammelsberg mines and the town of Goslar, has been developed over a period of some 800 years to assist in the process of extracting ore for the production of non-ferrous metals. Its construction was first undertaken in the Middle Ages by Cistercian monks, and it was then developed on a vast scale from the end of the 16th century until the 19th century. It is made up of an extremely complex but perfectly coherent system of artificial ponds, small channels, tunnels and underground drains. It enabled the development of water power for use in mining and metallurgical processes. It is a major site for mining innovation in the western world. ",,1992,2010,0,,,10.34,51.82,1009.89,(i)(ii)(iii)(iv),C,de,deu,0,True
357,Cultural,Germany,Europe and North America,742,624,,Town of Bamberg," From the 10th century onwards, this town became an important link with the Slav peoples, especially those of Poland and Pomerania. During its period of greatest prosperity, from the 12th century onwards, the architecture of Bamberg strongly influenced northern Germany and Hungary. In the late 18th century it was the centre of the Enlightenment in southern Germany, with eminent philosophers and writers such as Hegel and Hoffmann living there. ",,1993,,0,,,10.88888889,49.89166667,142.0,(ii)(iv),C,de,deu,0,True
358,Cultural,Germany,Europe and North America,813,687,,Völklingen Ironworks," The ironworks, which cover some 6 ha, dominate the city of Völklingen. Although they have recently gone out of production, they are the only intact example, in the whole of western Europe and North America, of an integrated ironworks that was built and equipped in the 19th and 20th centuries and has remained intact. ",,1994,,0,,,6.85,49.24444,7.46,(ii)(iv),C,de,deu,0,True
359,Natural,Germany,Europe and North America,1733,720,Bis,Messel Pit Fossil Site," Messel Pit is the richest site in the world for understanding the living environment of the Eocene, between 57 million and 36 million years ago. In particular, it provides unique information about the early stages of the evolution of mammals and includes exceptionally well-preserved mammal fossils, ranging from fully articulated skeletons to the contents of stomachs of animals of this period. ",,1995,,0,,,8.75389,49.91667,42.0,(viii),N,de,deu,0,True
360,Cultural,Germany,Europe and North America,2158,729,,"Bauhaus and its Sites in Weimar, Dessau and Bernau"," Between 1919 and 1933 the Bauhaus movement revolutionized architectural and aesthetic thinking and practice in the 20th century. The Bauhaus buildings in Weimar, Dessau and Bernau are fundamental representatives of Classical Modernism, directed towards a radical renewal of architecture and design. This property, which was inscribed on the World Heritage List in 1996, originally comprised buildings located in Weimar (Former Art School, the Applied Art School and the Haus Am Horn) and Dessau (Bauhaus Building, the group of seven Masters' Houses). The 2017 extension includes the Houses with Balcony Access in Dessau and the ADGB Trade Union School in Bernau as important contributions to the Bauhaus ideas of austere design, functionalism and social reform. ",,1996,2017,0,,,11.3295,50.97477778,8.1614,(ii)(iv)(vi),C,de,deu,0,True
361,Cultural,Germany,Europe and North America,926,783,,Luther Memorials in Eisleben and Wittenberg," These places in Saxony-Anhalt are all associated with the lives of Martin Luther and his fellow-reformer Melanchthon. They include Melanchthon's house in Wittenberg, the houses in Eisleben where Luther was born in 1483 and died in 1546, his room in Wittenberg, the local church and the castle church where, on 31 October 1517, Luther posted his famous '95 Theses', which launched the Reformation and a new era in the religious and political history of the Western world. "," The Committee decided to inscribe the nominated property on the basis of <em>criteria (iv) and (vi)</em>, considering that it is of outstanding universal value bearing unique testimony to the Protestant Reformation, which was one of the most significant events in the religious and political history of the world and constitutes outstanding examples of 19th century historicism. The Committee congratulated the German authorities on this nomination and considered that its symbolic value clearly justifies inscription under cultural criterion (vi). ",1996,,0,,,12.65278,51.86472,0.83,(iv)(vi),C,de,deu,0,True
362,Cultural,Germany,Europe and North America,997,846,,Classical Weimar," In the late 18th and early 19th centuries the small Thuringian town of Weimar witnessed a remarkable cultural flowering, attracting many writers and scholars, notably Goethe and Schiller. This development is reflected in the high quality of many of the buildings and of the parks in the surrounding area. "," <em>Criterion (iii):</em> The high artistic quality of the public and private buildings and parks in and around the town testify to the remarkable cultural flowering of the Weimar Classical Period. 
 <em>Criterion (vi):</em> Enlightened ducal patronage attracted many of the leading writers and thinkers in Germany, such as Goethe, Schiller, and Herder to Weimar in the late 18th and early 19th centuries, making it the cultural centre of the Europe of the day. ",1998,,0,,,11.32861,50.9775,0.0,(iii)(vi),C,de,deu,0,True
363,Cultural,Germany,Europe and North America,1047,896,,"Museumsinsel (Museum Island), Berlin"," The museum as a social phenomenon owes its origins to the Age of Enlightenment in the 18th century. The five museums on the Museumsinsel in Berlin, built between 1824 and 1930, are the realization of a visionary project and show the evolution of approaches to museum design over the course of the 20th century. Each museum was designed so as to establish an organic connection with the art it houses. The importance of the museum's collections &ndash; which trace the development of civilizations throughout the ages &ndash; is enhanced by the urban and architectural quality of the buildings. "," <em>Criterion (ii):</em> The Berlin Museumsinsel is a unique ensemble of museum buildings which illustrates the evolution of modern museum design over more than a century. 
 <em>Criterion (iv):</em> The art museum is a social phenomenon that owes its origins to the Age of Enlightenment and its extension to all people to the French Revolution. The Museumsinsel is the most outstanding example of this concept given material form and a symbolic central urban setting. ",1999,,0,,,13.39861111,52.51972222,8.6,(ii)(iv),C,de,deu,0,True
364,Cultural,Germany,Europe and North America,1048,897,,Wartburg Castle," Wartburg Castle blends superbly into its forest surroundings and is in many ways 'the ideal castle'. Although it has retained some original sections from the feudal period, the form it acquired during the 19th-century reconstitution gives a good idea of what this fortress might have been at the height of its military and seigneurial power. It was during his exile at Wartburg Castle that Martin Luther translated the New Testament into German. "," <em>Criterion (iii):</em> The Castle of Wartburg is an outstanding monument of the feudal period in central Europe. 
 <em>Criterion (vi):</em> The Castle of Wartburg is rich in cultural associations, most notably its role as the place of exile of Martin Luther, who composed his German translation of the New Testament there. It is also a powerful symbol of German integration and unity. ",1999,,0,,,10.307,50.96677778,0.0,(iii)(vi),C,de,deu,0,True
365,Cultural,Germany,Europe and North America,1138,974,,Monastic Island of Reichenau," The island of Reichenau on Lake Constance preserves the traces of the Benedictine monastery, founded in 724, which exercised remarkable spiritual, intellectual and artistic influence. The churches of St Mary and Marcus, St Peter and St Paul, and St George, mainly built between the 9th and 11th centuries, provide a panorama of early medieval monastic architecture in central Europe. Their wall paintings bear witness to impressive artistic activity. "," <em>Criterion (iii):</em> The remains of the Reichenau foundation bear outstanding witness to the religious and cultural role of a great Benedictine monastery in the early Middle Ages. 
 <em>Criterion (iv):</em> The churches on the island of Reichenau retain remarkable elements of several stages of construction and thus offer outstanding examples of monastic architecture in Central Europe from the 9th to the 11th century. 
 <em>Criterion (vi):</em> The monastery of Reichenau was a highly significant artistic centre of great significance to the history of art in Europe in the 10th and 11th centuries, as is superbly illustrated by its monumental wall paintings and its illuminations. ",2000,,0,,,9.061305556,47.69872222,0.0,(iii)(iv)(vi),C,de,deu,0,True
366,Cultural,Germany,Europe and North America,1139,975,,Zollverein Coal Mine Industrial Complex in Essen," The Zollverein industrial complex in Land Nordrhein-Westfalen consists of the complete infrastructure of a historical coal-mining site, with some 20th-century buildings of outstanding architectural merit. It constitutes remarkable material evidence of the evolution and decline of an essential industry over the past 150 years. "," <em>Criterion (ii):</em> The Zollverein XII Coal Mine Industrial Complex is an exceptional industrial monument by virtue of the fact that its buildings are outstanding examples of the application of the design concepts of the Modern Movement in architecture in a wholly industrial context. 
 <em>Criterion (iii):</em> The technological and other structures of Zollverein XII is representative of a crucial period in the development of traditional heavy industries in Europe, when sympathetic and positive use was made of architectural designs of outstanding quality. ",2001,,0,,,7.046111111,51.49138889,0.0,(ii)(iii),C,de,deu,0,True
367,Cultural,Germany,Europe and North America,1243,1066,,Upper Middle Rhine Valley," The 65km-stretch of the Middle Rhine Valley, with its castles, historic towns and vineyards, graphically illustrates the long history of human involvement with a dramatic and varied natural landscape. It is intimately associated with history and legend and for centuries has exercised a powerful influence on writers, artists and composers. "," <em>Criterion (ii):</em> As one of the most important transport routes in Europe, the Middle Rhine Valley has for two millennia facilitated the exchange of culture between the Mediterranean region and the north. 
 <em>Criterion (iv):</em> The Middle Rhine Valley is an outstanding organic cultural landscape, the present-day character of which is determined both by its geomorphological and geological setting and by the human interventions, such as settlements, transport infrastructure, and land-use, that it has undergone over two thousand years. 
 <em>Criterion (v):</em> The Middle Rhine Valley is an outstanding example of an evolving traditional way of life and means of communication in a narrow river valley. The terracing of its steep slopes in particular has shaped the landscape in many ways for more than two millennia. However, this form of land-use is under threat from the socio-economic pressures of the present day. ",2002,,0,,,7.694166667,50.17361111,27250.0,(ii)(iv)(v),C,de,deu,0,True
368,Cultural,Germany,Europe and North America,1244,1067,,Historic Centres of Stralsund and Wismar," The medieval towns of Wismar and Stralsund, on the Baltic coast of northern Germany, were major trading centres of the Hanseatic League in the 14th and 15th centuries. In the 17th and 18th centuries they became Swedish administrative and defensive centres for the German territories. They contributed to the development of the characteristic building types and techniques of Brick Gothic in the Baltic region, as exemplified in several important brick cathedrals, the Town Hall of Stralsund, and the series of houses for residential, commercial and crafts use, representing its evolution over several centuries. "," <em>Criterion (ii):</em> Wismar and Stralsund, leading centres of the Wendish section of the Hanseatic League from the 13th to 15th centuries and major administrative and defence centres in the Swedish kingdom in the 17th and 18th centuries, contributed to the development and diffusion of brick construction techniques and building types, characteristic features of Hanseatic towns in the Baltic region, as well as the development of defence systems in the Swedish period. 
 <em>Criterion (iv):</em> Stralsund and Wismar have crucial importance in the development of the building techniques and urban form that became typical of the Hanseatic trading towns, well documented in the major parish churches, the town hall of Stralsund, and the commercial building types, such as the Dielenhaus. ",2002,,0,,,13.08527778,54.3025,168.0,(ii)(iv),C,de,deu,0,True
369,Cultural,Germany,Europe and North America,1265,1087,,Town Hall and Roland on the Marketplace of Bremen," The Town Hall and the statue of Roland on the marketplace of Bremen in north-west Germany are outstanding representations of civic autonomy and sovereignty, as these developed in the Holy Roman Empire in Europe. The old town hall was built in the Gothic style in the early 15th century, after Bremen joined the Hanseatic League. The building was renovated in the so-called Weser Renaissance style in the early 17th century. A new town hall was built next to the old one in the early 20th century as part of an ensemble that survived bombardment during the Second World War. The statue stands 5.5 m tall and dates back to 1404. "," <em>Criterion (iii):</em> the Bremen Town Hall and Roland bear an exceptional testimony to the civic autonomy and sovereignty, as these developed in the Holy Roman Empire. 
 <em>Criterion (iv):</em> The Bremen Town Hall and Roland are an outstanding ensemble representing civic autonomy and market freedom. The town hall represents the medieval Saalgeschossbau-type of hall construction, as well as being an outstanding example of the so-called Weser Renaissance in Northern Germany. The Bremen Roland is the most representative and one of the oldest of Roland statues erected as a symbol of market rights and freedom. 
 <em>Criterion (vi):</em> the ensemble of the town hall and Roland of Bremen with its symbolism is directly associated with the development of the ideas of civic autonomy and market freedom in the Holy Roman Empire. The Bremen Roland is referred to a historical figure, paladin of Charlemagne, who became the source for the French &lsquo;chanson de geste&rsquo; and other medieval and Renaissance epic poetry. ",2004,,0,,,8.807472222,53.07597222,0.287,(iii)(iv)(vi),C,de,deu,0,True
370,Cultural,Germany,Europe and North America,1335,1155,,Old town of Regensburg with Stadtamhof," Located on the Danube River in Bavaria, this medieval town contains many buildings of exceptional quality that testify to its history as a trading centre and to its influence on the region from the 9th century. A notable number of historic structures span some two millennia and include ancient Roman, Romanesque and Gothic buildings. Regensburg&rsquo;s 11th- to 13th-century architecture &ndash; including the market, city hall and cathedral &ndash; still defines the character of the town marked by tall buildings, dark and narrow lanes, and strong fortifications. The buildings include medieval patrician houses and towers, a large number of churches and monastic ensembles as well as the 12th-century Old Bridge. The town is also remarkable for the vestiges testifing to its rich history as one of the centres of the Holy Roman Empire that turned to Protestantism. ",,2006,,0,,,12.09916667,49.02055556,182.8,(ii)(iii)(iv),C,de,deu,0,True
371,Cultural,Germany,Europe and North America,1416,1239,,Berlin Modernism Housing Estates," Berlin Modernism Housing Estates. The property consists of six housing estates that testify to innovative housing policies from 1910 to 1933, especially during the Weimar Republic, when the city of Berlin was particularly progressive socially, politically and culturally. The property is an outstanding example of the building reform movement that contributed to improving housing and living conditions for people with low incomes through novel approaches to town planning, architecture and garden design. The estates also provide exceptional examples of new urban and architectural typologies, featuring fresh design solutions, as well as technical and aesthetic innovations. Bruno Taut, Martin Wagner and Walter Gropius were among the leading architects of these projects which exercised considerable influence on the development of housing around the world. ",,2008,,0,,,13.45,52.44833333,88.1,(ii)(iv),C,de,deu,0,True
372,Cultural,Germany,Europe and North America,1778,1368,,Fagus Factory in Alfeld," Fagus Factory in Alfeld is a 10-building complex - began around 1910 to the design of Walter Gropius, which is a landmark in the development of modern architecture and industrial design. Serving all stages of manufacture, storage and dispatch of lasts used by the shoe industry, the complex, which is still operational today, is situated in Alfeld an der Leine in Lower Saxony. With its groundbreaking vast expanses of glass panels and functionalist aesthetics, the complex foreshadowed the work of the Bauhaus school and is a landmark in the development of architecture in Europe and North America. ",,2011,,0,,,9.811111111,51.98361111,1.88,(ii)(iv),C,de,deu,0,True
373,Cultural,Germany,Europe and North America,1799,1379,,Margravial Opera House Bayreuth," A masterpiece of Baroque theatre architecture, built between 1745 and 1750, the Opera House is the only entirely preserved example of its type where an audience of 500 can experience Baroque court opera culture and acoustics authentically, as its auditorium retains its original materials, i.e. wood and canvas. Commissioned by Margravine Wilhelmine, wife of Frederick, Margrave of Brandenburg&ndash;Bayreuth, it was designed by the renowned theatre architect Giuseppe Galli Bibiena. As a court opera house in a public space, it foreshadowed the large public theatres of the 19th century. The highly decorated theatre&rsquo;s tiered loge structure of wood with illusionistic painted canvas represents the ephemeral ceremonial architectural tradition that was employed in pageants and celebrations for princely self-representation. "," It is today the most important and best preserved example of court opera house architecture and of the Baroque opera culture. The theatre is a masterwork of Baroque court theatre architecture by Giuseppe Galli Bibiena in terms of its tiered loge form and acoustic, decorative and iconological properties. It marks a specific point in the development of opera houses, being a court opera house located not within a palace but as an urban element in the public space, foreshadowing the great public opera houses of the 19th century. ",2012,,0,,,11.57861111,49.94444444,0.19,(i)(iv),C,de,deu,0,True
374,Cultural,Germany,Europe and North America,1875,1413,,Bergpark Wilhelmshöhe," Descending a long hill dominated by a giant statue of Hercules, the monumental water displays of Wilhelmsh&ouml;he&nbsp;were begun by Landgrave Carl of Hesse-Kassel in 1689 around an east-west axis and were developed further into the 19th century. Reservoirs and channels behind the Hercules Monument supply water to a complex system of hydro-pneumatic devices that supply the site&rsquo;s large Baroque water theatre, grotto, fountains and 350-metre long Grand Cascade. Beyond this, channels and waterways wind across the axis, feeding a series of dramatic waterfalls and wild rapids, the geyser-like Grand Fountain which leaps 50m high, the lake and secluded ponds that enliven the Romantic garden created in the 18th century by Carl&rsquo;s great-grandson, Elector Wilhelm I. The great size of the park and its waterworks along with the towering Hercules statue constitute an expression of the ideals of absolutist Monarchy while the ensemble is a remarkable testimony to the aesthetics of the Baroque and Romantic periods. ",,2013,,0,,,9.393055556,51.31583333,558.7,(iii)(iv),C,de,deu,0,True
375,Cultural,Germany,Europe and North America,1990,1447,,Carolingian Westwork and Civitas Corvey," The site is located along the Weser River on the outskirts of Höxter where the Carolingian Westwork and Civitas Corvey were erected between AD 822 and 885 in a largely preserved rural setting. The Westwork is the only standing structure that dates back to the Carolingian era, while the original imperial abbey complex is preserved as archaeological remains that are only partially excavated. The Westwork of Corvey uniquely illustrates one of the most important Carolingian architectural expressions. It is a genuine creation of this period, and its architectural articulation and decoration clearly illustrate the role played within the Frankish empire by imperial monasteries in securing territorial control and administration, as well as the propagation of Christianity and the Carolingian cultural and political order throughout Europe. ",,2014,,0,,,9.41025,51.77827778,12.0,(ii)(iii)(iv),C,de,deu,0,True
376,Cultural,Germany,Europe and North America,2028,1467,,Speicherstadt and Kontorhaus District with Chilehaus," Speicherstadt and the adjacent Kontorhaus district are two densely built urban areas in the centre of the port city of Hamburg. Speicherstadt, originally developed on a group of narrow islands in the Elbe River between 1885 and 1927, was partly rebuilt from 1949 to 1967. It is one of the largest coherent historic ensembles of port warehouses in the world (300,000 m<sup>2</sup>). It includes 15 very large warehouse blocks as well as six ancillary buildings and a connecting network of short canals. Adjacent to the modernist Chilehaus office building, the Kontorhaus district is an area of over five hectares featuring six very large office complexes built from the 1920s to the 1940s to house port-related businesses. The complex exemplifies the effects of the rapid growth in international trade in the late 19th and early 20th centuries. ",,2015,,0,,,9.999444444,53.54555556,26.08,(iv),C,de,deu,0,True
377,Cultural,Germany,Europe and North America,2288,1470,,Naumburg Cathedral," Located in the eastern part of the Thuringian Basin, the Cathedral of Naumburg, whose construction began in 1028, is an outstanding testimony to medieval art and architecture. Its Romanesque structure, flanked by two Gothic choirs, demonstrates the stylistic transition from late Romanesque to early Gothic. The west choir, dating to the first half of the 13th century, reflects changes in religious practice and the appearance of science and nature in the figurative arts. The choir and life-size sculptures of the founders of the Cathedral are masterpieces of the workshop known as the ‘Naumburg Master’. ",,2018,,0,,,11.804,51.15480556,1.82,(i)(ii),C,de,deu,0,True
378,Cultural,Germany,Europe and North America,2157,1527,,Caves and Ice Age Art in the Swabian Jura," Modern humans first arrived in Europe 43,000 years ago during the last ice age. One of the areas where they took up residence was the Swabian Jura in southern Germany. Excavated from the 1860s, six caves have revealed items dating from 43,000 to 33,000 years ago. Among them are carved figurines of animals (including cave lions, mammoths, horses and bovids), musical instruments and items of personal adornment. Other figurines depict creatures that are half animal, half human and there is one statuette of a woman. These archaeological sites feature some of the oldest figurative art worldwide and help shed light on the origins of human artistic development. ",,2017,,0,,,9.765555556,48.38777778,462.1,(iii),C,de,deu,0,True
379,Cultural,Germany,Europe and North America,2206,1553,,Archaeological Border complex of Hedeby and the Danevirke," The archaeological site of Hedeby consists of the remains of an emporium – or trading town – containing traces of roads, buildings, cemeteries and a harbour dating back to the 1st and early 2nd millennia CE. It is enclosed by part of the Danevirke, a line of fortification crossing the Schleswig isthmus, which separates the Jutland Peninsula from the rest of the European mainland. Because of its unique situation between the Frankish Empire in the South and the Danish Kingdom in the North, Hedeby became a trading hub between continental Europe and Scandinavia and between the North Sea and the Baltic Sea. Because of its rich and well preserved archaeological material, it has become a key site for the interpretation of economic, social and historical developments in Europe during the Viking age. ",,2018,,0,,,9.454111111,54.46194444,227.55,(iii)(iv),C,de,deu,0,True
380,Cultural,Germany,Europe and North America,2266,1580,,Water Management System of Augsburg,"The water management system of the city of Augsburg has evolved in successive phases from the 14th century to the present day. It includes a network of canals, water towers dating from the 15th to 17th centuries, which housed pumping machinery, a water-cooled butchers’ hall, a system of three monumental fountains and hydroelectric power stations, which continue to provide sustainable energy today. The technological innovations generated by this water management system have helped establish Augsburg as a pioneer in hydraulic engineering.",,2019,,0,,,10.902,48.36547222,112.83,(ii)(iv),C,de,deu,0,True
417,Cultural,India,Asia and the Pacific,1460,231,rev,Red Fort Complex," The Red Fort Complex was built as the palace fort of Shahjahanabad &ndash; the new capital of the fifth Mughal Emperor of India, Shah Jahan. Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex. The private apartments consist of a row of pavilions connected by a continuous water channel, known as the Nahr-i-Behisht (Stream of Paradise). The Red Fort is considered to represent the zenith of Mughal creativity which, under the Shah Jahan, was brought to a new level of refinement. The planning of the palace is based on Islamic prototypes, but each pavilion reveals architectural elements typical of Mughal building, reflecting a fusion of Persian, Timurid and Hindu traditions The Red Fort&rsquo;s innovative planning and architectural style, including the garden design, strongly influenced later buildings and gardens in Rajasthan, Delhi, Agra and further afield. ",,2007,,0,,,77.24083333,28.65555556,49.1815,(ii)(iii)(vi),C,in,ind,0,True
418,Cultural,India,Asia and the Pacific,2182,232,,"Humayun's Tomb, Delhi"," This tomb, built in 1570, is of particular cultural significance as it was the first garden-tomb on the Indian subcontinent. It inspired several major architectural innovations, culminating in the construction of the Taj Mahal. ", The Committee inscribed the site on the World Heritage List under criteria (ii) and (iv). ,1993,,0,,,77.25056,28.59333,27.04,(ii)(iv),C,in,ind,0,True
419,Cultural,India,Asia and the Pacific,259,233,,"Qutb Minar and its Monuments, Delhi"," Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings. The surrounding archaeological area contains funerary buildings, notably the magnificent Alai-Darwaza Gate, the masterpiece of Indo-Muslim art (built in 1311), and two mosques, including the Quwwatu'l-Islam, the oldest in northern India, built of materials reused from some 20 Brahman temples. ", The Committee inscribed the site on the World Heritage List under criterion (iv) ,1993,,0,,,77.18528,28.52583,0.0,(iv),C,in,ind,0,True
420,Cultural,India,Asia and the Pacific,260,234,,Churches and Convents of Goa," The churches and convents of Goa, the former capital of the Portuguese Indies &ndash; particularly the Church of Bom Jesus, which contains the tomb of St Francis-Xavier &ndash; illustrate the evangelization of Asia. These monuments were influential in spreading forms of Manueline, Mannerist and Baroque art in all the countries of Asia where missions were established. ",,1986,,0,,,73.91167,15.50222,0.0,(ii)(iv)(vi),C,in,ind,0,True
421,Cultural,India,Asia and the Pacific,266,239,rev,Group of Monuments at Pattadakal," Pattadakal, in Karnataka, represents the high point of an eclectic art which, in the 7th and 8th centuries under the Chalukya dynasty, achieved a harmonious blend of architectural forms from northern and southern India. An impressive series of nine Hindu temples, as well as a Jain sanctuary, can be seen there. One masterpiece from the group stands out – the Temple of Virupaksha, built c. 740 by Queen Lokamahadevi to commemorate her husband's victory over the kings from the South. ",,1987,,0,,,75.81667,15.94833,5.56,(iii)(iv),C,in,ind,0,True
422,Cultural,India,Asia and the Pacific,267,240,,Khajuraho Group of Monuments," The temples at Khajuraho were built during the Chandella dynasty, which reached its apogee between 950 and 1050. Only about 20 temples remain; they fall into three distinct groups and belong to two different religions &ndash; Hinduism and Jainism. They strike a perfect balance between architecture and sculpture. The Temple of Kandariya is decorated with a profusion of sculptures that are among the greatest masterpieces of Indian art. ",,1986,,0,,,79.92222,24.85222,0.0,(i)(iii),C,in,ind,0,True
423,Cultural,India,Asia and the Pacific,1932,241,Bis,Group of Monuments at Hampi," The austere, grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565, the city was pillaged over a period of six months before being abandoned. ",,1986,,0,2006.0,P 1999-2006,76.47167,15.31444,4187.24,(i)(iii)(iv),C,in,ind,0,True
424,Cultural,India,Asia and the Pacific,269,242,,Ajanta Caves," The first Buddhist cave monuments at Ajanta date from the 2nd and 1st centuries B.C. During the Gupta period (5th and 6th centuries A.D.), many more richly decorated caves were added to the original group. The paintings and sculptures of Ajanta, considered masterpieces of Buddhist religious art, have had a considerable artistic influence. ",,1983,,0,,,75.7,20.55333,8242.0,(i)(ii)(iii)(vi),C,in,ind,0,True
425,Cultural,India,Asia and the Pacific,270,243,,Ellora Caves," These 34 monasteries and temples, extending over more than 2 km, were dug side by side in the wall of a high basalt cliff, not far from Aurangabad, in Maharashtra. Ellora, with its uninterrupted sequence of monuments dating from A.D. 600 to 1000, brings the civilization of ancient India to life. Not only is the Ellora complex a unique artistic creation and a technological exploit but, with its sanctuaries devoted to Buddhism, Hinduism and Jainism, it illustrates the spirit of tolerance that was characteristic of ancient India. ",,1983,,0,,,75.17917,20.02639,0.0,(i)(iii)(vi),C,in,ind,0,True
426,Cultural,India,Asia and the Pacific,272,244,rev,Elephanta Caves," The 'City of Caves', on an island in the Sea of Oman close to Bombay, contains a collection of rock art linked to the cult of Shiva. Here, Indian art has found one of its most perfect expressions, particularly the huge high reliefs in the main cave. ",,1987,,0,,,72.93583,18.96667,0.0,(i)(iii),C,in,ind,0,True
427,Cultural,India,Asia and the Pacific,274,246,,"Sun Temple, Konârak"," On the shores of the Bay of Bengal, bathed in the rays of the rising sun, the temple at Konarak is a monumental representation of the sun god Surya's chariot; its 24 wheels are decorated with symbolic designs and it is led by a team of six horses. Built in the 13th century, it is one of India's most famous Brahman sanctuaries. ",,1984,,0,,,86.09472,19.8875,10.62,(i)(iii)(vi),C,in,ind,0,True
